account_id,customer_id,account_type,status,opening_date
A0627,C0627,Personal,Active,2025-05-21
A0628,C0628,Personal,Active,2024-12-06
A0629,C0629,Personal,Active,2024-05-06
A0630,C0630,Personal,Inactive,2025-02-12
A0631,C0631,Personal,Active,2025-01-01
A0632,C0632,Personal,Active,2024-09-27
A0633,C0633,Personal,Active,2025-10-05
A0634,C0634,Personal,Active,2025-08-27
A0635,C0635,Personal,Active,2025-01-13
A0636,C0636,Personal,Inactive,2024-03-13
A0637,C0637,Personal,Active,2024-09-04
A0638,C0638,Personal,Active,2024-02-12
A0639,C0639,Personal,Active,2025-01-11
A0640,C0640,Personal,Active,2024-02-10
A0641,C0641,Personal,Active,2024-06-18
A0642,C0642,Personal,Active,2024-07-30
A0643,C0643,Personal,Active,2025-05-07
A0644,C0644,Personal,Active,2025-11-10
A0645,C0645,Personal,Active,2024-02-08
A0646,C0646,Merchant,Active,2025-01-03
A0647,C0647,Personal,Active,2024-05-30
A0648,C0648,Personal,Active,2024-04-20
A0649,C0649,Personal,Active,2025-04-24
A0650,C0650,Personal,Active,2025-03-11
A0651,C0651,Personal,Active,2024-02-16
A0652,C0652,Personal,Active,2025-07-28
A0653,C0653,Personal,Active,2024-12-31
A0654,C0654,Personal,Active,2024-03-09
A0655,C0655,Personal,Active,2024-10-25
A0656,C0656,Personal,Active,2024-10-22
A0657,C0657,Personal,Active,2024-07-21
A0658,C0658,Merchant,Active,2024-03-01
A0659,C0659,Personal,Active,2024-11-09
A0660,C0660,Personal,Active,2024-06-09
A0661,C0661,Personal,Active,2024-11-26
A0662,C0662,Personal,Active,2025-06-11
A0663,C0663,Personal,Inactive,2024-12-03
A0664,C0664,Personal,Active,2025-08-28
A0665,C0665,Personal,Active,2024-10-30
A0666,C0666,Personal,Active,2025-05-17
A0667,C0667,Personal,Active,2025-10-11
A0668,C0668,Personal,Active,2024-12-03
A0669,C0669,Personal,Active,2025-07-03
A0670,C0670,Personal,Active,2025-09-30
A0671,C0671,Personal,Active,2024-10-01
A0672,C0672,Personal,Active,2024-06-12
A0673,C0673,Personal,Active,2025-03-18
A0674,C0674,Personal,Active,2024-11-14
A0675,C0675,Merchant,Active,2025-08-11
A0676,C0676,Personal,Active,2025-05-18
A0677,C0677,Personal,Active,2025-11-16
A0678,C0678,Personal,Active,2025-01-21
A0679,C0679,Personal,Active,2025-08-25
A0680,C0680,Personal,Inactive,2025-11-21
A0681,C0681,Personal,Active,2025-05-08
A0682,C0682,Personal,Active,2025-05-04
A0683,C0683,Personal,Active,2025-12-21
A0684,C0684,Personal,Active,2024-03-13
A0685,C0685,Merchant,Active,2025-05-23
A0686,C0686,Personal,Active,2025-01-24
A0687,C0687,Personal,Active,2025-09-10
A0688,C0688,Personal,Active,2024-10-21
A0689,C0689,Personal,Active,2025-01-03
A0690,C0690,Personal,Active,2025-11-24
A0691,C0691,Personal,Active,2025-07-02
A0692,C0692,Personal,Active,2025-10-10
A0693,C0693,Personal,Active,2025-07-21
A0694,C0694,Personal,Active,2024-07-05
A0695,C0695,Personal,Active,2025-03-20
A0696,C0696,Personal,Active,2025-07-23
A0697,C0697,Personal,Active,2024-12-28
A0698,C0698,Personal,Active,2024-05-02
A0699,C0699,Personal,Active,2024-07-06
A0700,C0700,Personal,Active,2025-11-10
A0701,C0701,Personal,Active,2025-02-23
A0702,C0702,Personal,Active,2025-09-17
A0703,C0703,Personal,Active,2024-09-08
A0704,C0704,Personal,Inactive,2025-09-10
A0705,C0705,Personal,Active,2025-07-02
A0706,C0706,Personal,Active,2024-11-30
A0707,C0707,Personal,Active,2024-04-01
A0708,C0708,Personal,Active,2025-06-13
A0709,C0709,Personal,Active,2024-03-03
A0710,C0710,Personal,Active,2025-10-23
A0711,C0711,Personal,Active,2025-05-26
A0712,C0712,Merchant,Active,2024-05-18
A0713,C0713,Personal,Active,2025-11-28
A0714,C0714,Personal,Active,2024-07-03
A0715,C0715,Personal,Active,2024-07-23
A0716,C0716,Merchant,Active,2024-08-01
A0717,C0717,Personal,Active,2024-09-12
A0718,C0718,Personal,Active,2024-05-14
A0719,C0719,Personal,Active,2025-07-26
A0720,C0720,Personal,Active,2024-03-28
A0721,C0721,Personal,Active,2024-07-25
A0722,C0722,Personal,Active,2024-05-08
A0723,C0723,Personal,Active,2024-01-03
A0724,C0724,Merchant,Active,2024-04-30
A0725,C0725,Personal,Active,2025-01-19
A0726,C0726,Personal,Active,2025-09-05
A0727,C0727,Personal,Active,2024-02-07
A0728,C0728,Personal,Active,2024-12-06
A0729,C0729,Personal,Active,2025-10-06
A0730,C0730,Personal,Active,2025-12-14
A0731,C0731,Personal,Suspended,2024-01-21
A0732,C0732,Personal,Active,2024-08-29
A0733,C0733,Personal,Active,2025-03-30
A0734,C0734,Merchant,Active,2025-09-12
A0735,C0735,Personal,Active,2024-10-29
A0736,C0736,Personal,Active,2025-08-18
A0737,C0737,Personal,Active,2025-08-17
A0738,C0738,Personal,Active,2024-03-09
A0739,C0739,Personal,Inactive,2024-05-08
A0740,C0740,Personal,Active,2024-07-14
A0741,C0741,Personal,Active,2024-05-19
A0742,C0742,Personal,Active,2025-03-19
A0743,C0743,Personal,Active,2024-10-09
A0744,C0744,Personal,Active,2024-11-07
A0745,C0745,Personal,Active,2025-06-18
A0746,C0746,Personal,Active,2025-10-26
A0747,C0747,Personal,Active,2024-10-03
A0748,C0748,Personal,Active,2024-03-01
A0749,C0749,Personal,Inactive,2024-11-14
A0750,C0750,Personal,Active,2024-02-21
A0751,C0751,Personal,Active,2024-06-01
A0752,C0752,Personal,Suspended,2024-11-06
A0753,C0753,Personal,Active,2025-06-27
A0754,C0754,Personal,Active,2025-07-20
A0755,C0755,Personal,Active,2025-01-23
A0756,C0756,Personal,Active,2025-07-01
A0757,C0757,Personal,Active,2025-09-13
A0758,C0758,Personal,Active,2024-06-25
A0759,C0759,Personal,Active,2024-12-27
A0760,C0760,Personal,Active,2024-11-09
A0761,C0761,Personal,Active,2024-04-06
A0762,C0762,Personal,Active,2024-07-31
A0763,C0763,Merchant,Active,2024-05-16
A0764,C0764,Personal,Active,2024-01-06
A0765,C0765,Personal,Active,2024-04-18
A0766,C0766,Merchant,Active,2025-06-30
A0767,C0767,Personal,Active,2024-02-08
A0768,C0768,Personal,Active,2025-10-23
A0769,C0769,Personal,Active,2025-02-28
A0770,C0770,Personal,Active,2025-09-21
A0771,C0771,Personal,Active,2024-09-17
A0772,C0772,Personal,Active,2025-03-01
A0773,C0773,Personal,Active,2024-03-27
A0774,C0774,Personal,Active,2025-04-09
A0775,C0775,Merchant,Active,2024-03-16
A0776,C0776,Personal,Inactive,2025-04-15
A0777,C0777,Personal,Active,2025-02-17
A0778,C0778,Personal,Active,2025-12-26
A0779,C0779,Personal,Active,2025-04-01
A0780,C0780,Personal,Active,2024-10-11
A0781,C0781,Merchant,Active,2024-08-26
A0782,C0782,Personal,Active,2025-11-07
A0783,C0783,Personal,Active,2025-08-21
A0784,C0784,Personal,Active,2025-10-14
A0785,C0785,Personal,Active,2025-11-02
A0786,C0786,Merchant,Active,2025-07-11
A0787,C0787,Personal,Active,2025-01-06
A0788,C0788,Personal,Active,2025-05-09
A0789,C0789,Personal,Active,2025-09-15
A0790,C0790,Personal,Active,2024-02-14
A0791,C0791,Personal,Active,2025-02-04
A0792,C0792,Personal,Active,2024-09-03
A0793,C0793,Personal,Active,2025-09-07
A0794,C0794,Personal,Active,2025-08-19
A0795,C0795,Personal,Active,2025-03-25
A0796,C0796,Personal,Active,2025-04-29
A0797,C0797,Personal,Active,2025-10-07
A0798,C0798,Personal,Active,2025-09-11
A0799,C0799,Personal,Active,2024-01-18
A0800,C0800,Personal,Active,2025-08-28
A0801,C0801,Personal,Active,2025-10-23
A0802,C0802,Personal,Active,2024-10-15
A0803,C0803,Personal,Active,2025-02-17
A0804,C0804,Personal,Inactive,2025-12-21
A0805,C0805,Personal,Suspended,2025-09-29
A0806,C0806,Personal,Active,2024-08-22
A0807,C0807,Personal,Active,2025-02-19
A0808,C0808,Merchant,Active,2025-05-13
A0809,C0809,Personal,Active,2025-09-25
A0810,C0810,Personal,Active,2025-10-11
A0811,C0811,Personal,Inactive,2024-04-24
A0812,C0812,Personal,Active,2025-11-04
A0813,C0813,Personal,Suspended,2025-12-13
A0814,C0814,Personal,Active,2024-08-21
A0815,C0815,Merchant,Active,2025-06-23
A0816,C0816,Personal,Active,2024-01-11
A0817,C0817,Personal,Active,2024-07-24
A0818,C0818,Personal,Active,2025-11-09
A0819,C0819,Personal,Active,2024-09-03
A0820,C0820,Personal,Active,2025-07-12
A0821,C0821,Personal,Active,2024-05-06
A0822,C0822,Personal,Active,2024-05-26
A0823,C0823,Personal,Active,2024-04-27
A0824,C0824,Personal,Active,2025-01-16
A0825,C0825,Personal,Active,2025-02-15
A0826,C0826,Personal,Suspended,2025-10-25
A0827,C0827,Personal,Active,2025-08-06
A0828,C0828,Personal,Active,2024-12-28
A0829,C0829,Personal,Active,2025-05-23
A0830,C0830,Personal,Active,2024-05-16
A0831,C0831,Personal,Active,2024-06-23
A0832,C0832,Personal,Active,2024-10-15
A0833,C0833,Personal,Active,2025-04-25
A0834,C0834,Personal,Active,2024-01-19
A0835,C0835,Personal,Active,2024-07-13
A0836,C0836,Merchant,Inactive,2024-11-25
A0837,C0837,Personal,Suspended,2024-06-23
A0838,C0838,Personal,Active,2025-03-24
A0839,C0839,Personal,Active,2024-12-19
A0840,C0840,Personal,Active,2025-05-13
A0841,C0841,Personal,Active,2024-05-20
A0842,C0842,Personal,Active,2024-04-02
A0843,C0843,Personal,Active,2024-08-26
A0844,C0844,Personal,Inactive,2024-07-23
A0845,C0845,Personal,Inactive,2025-07-13
A0846,C0846,Personal,Active,2025-03-08
A0847,C0847,Personal,Active,2024-09-01
A0848,C0848,Personal,Active,2024-11-12
A0849,C0849,Personal,Active,2024-10-21
A0850,C0850,Personal,Active,2025-10-01
A0851,C0851,Personal,Active,2024-10-08
A0852,C0852,Personal,Active,2024-01-17
A0853,C0853,Personal,Active,2024-03-11
A0854,C0854,Merchant,Active,2024-09-25
A0855,C0855,Personal,Active,2024-11-20
A0856,C0856,Personal,Active,2024-10-31
A0857,C0857,Personal,Active,2025-03-26
A0858,C0858,Personal,Active,2024-01-07
A0859,C0859,Merchant,Active,2024-11-09
A0860,C0860,Personal,Active,2024-04-12
A0861,C0861,Personal,Active,2024-07-11
A0862,C0862,Personal,Inactive,2025-07-27
A0863,C0863,Personal,Active,2025-06-12
A0864,C0864,Personal,Active,2024-06-19
A0865,C0865,Personal,Active,2025-06-20
A0866,C0866,Merchant,Active,2024-09-07
A0867,C0867,Personal,Active,2025-01-21
A0868,C0868,Personal,Inactive,2024-07-25
A0869,C0869,Personal,Active,2025-06-24
A0870,C0870,Personal,Active,2025-09-20
A0871,C0871,Merchant,Active,2025-02-19
A0872,C0872,Merchant,Active,2025-01-14
A0873,C0873,Personal,Active,2024-05-23
A0874,C0874,Personal,Active,2024-01-25
A0875,C0875,Personal,Active,2025-10-29
A0876,C0876,Merchant,Active,2024-03-13
A0877,C0877,Personal,Active,2025-09-23
A0878,C0878,Personal,Active,2024-04-02
A0879,C0879,Merchant,Inactive,2025-05-19
A0880,C0880,Merchant,Active,2025-08-20
A0881,C0881,Personal,Active,2024-12-01
A0882,C0882,Personal,Active,2025-02-28
A0883,C0883,Merchant,Active,2025-05-13
A0884,C0884,Personal,Active,2024-12-29
A0885,C0885,Merchant,Active,2025-09-21
A0886,C0886,Personal,Active,2024-07-17
A0887,C0887,Personal,Active,2025-12-18
A0888,C0888,Personal,Active,2025-02-16
A0889,C0889,Personal,Active,2024-12-04
A0890,C0890,Personal,Active,2025-10-20
A0891,C0891,Personal,Active,2025-03-04
A0892,C0892,Personal,Inactive,2024-05-18
A0893,C0893,Personal,Active,2025-11-23
A0894,C0894,Personal,Active,2025-06-25
A0895,C0895,Personal,Active,2024-02-26
A0896,C0896,Personal,Active,2024-08-19
A0897,C0897,Personal,Active,2025-10-19
A0898,C0898,Personal,Suspended,2025-03-10
A0899,C0899,Personal,Active,2025-01-18
A0900,C0900,Personal,Active,2025-07-13
A0901,C0901,Personal,Active,2024-07-12
A0902,C0902,Merchant,Active,2025-10-09
A0903,C0903,Personal,Active,2025-06-17
A0904,C0904,Personal,Active,2025-06-01
A0905,C0905,Merchant,Active,2025-12-16
A0906,C0906,Personal,Active,2024-07-03
A0907,C0907,Personal,Active,2024-10-18
A0908,C0908,Personal,Active,2024-11-30
A0909,C0909,Personal,Active,2024-04-25
A0910,C0910,Personal,Active,2024-02-18
A0911,C0911,Personal,Active,2025-11-15
A0912,C0912,Personal,Active,2024-03-22
A0913,C0913,Personal,Active,2024-11-28
A0914,C0914,Personal,Active,2025-07-10
A0915,C0915,Personal,Active,2024-11-30
A0916,C0916,Personal,Active,2025-06-15
A0917,C0917,Personal,Suspended,2024-08-08
A0918,C0918,Personal,Active,2025-09-26
A0919,C0919,Personal,Active,2024-11-18
A0920,C0920,Personal,Active,2024-01-03
A0921,C0921,Personal,Active,2025-11-24
A0922,C0922,Personal,Active,2024-07-24
A0923,C0923,Personal,Active,2024-02-09
A0924,C0924,Personal,Active,2024-02-28
A0925,C0925,Personal,Active,2025-07-27
A0926,C0926,Personal,Active,2025-10-05
A0927,C0927,Personal,Active,2025-05-21
A0928,C0928,Personal,Active,2025-07-25
A0929,C0929,Personal,Active,2024-05-01
A0930,C0930,Personal,Active,2025-04-23
A0931,C0931,Personal,Active,2025-09-10
A0932,C0932,Personal,Active,2024-04-05
A0933,C0933,Personal,Inactive,2025-02-17
A0934,C0934,Personal,Active,2024-08-22
A0935,C0935,Personal,Active,2024-03-02
A0936,C0936,Personal,Active,2024-09-12
A0937,C0937,Personal,Active,2025-07-14
A0938,C0938,Personal,Active,2024-12-13
A0939,C0939,Personal,Active,2025-11-01
A0940,C0940,Personal,Active,2024-05-03
A0941,C0941,Personal,Inactive,2025-04-26
A0942,C0942,Personal,Active,2024-11-12
A0943,C0943,Personal,Active,2025-05-18
A0944,C0944,Personal,Active,2025-12-19
A0945,C0945,Personal,Active,2024-02-17
A0946,C0946,Personal,Active,2025-02-12
A0947,C0947,Personal,Active,2024-05-15
A0948,C0948,Personal,Active,2024-07-19
A0949,C0949,Personal,Suspended,2024-09-06
A0950,C0950,Personal,Active,2024-11-09
A0951,C0951,Merchant,Active,2025-01-02
A0952,C0952,Personal,Inactive,2025-03-04
A0953,C0953,Personal,Active,2025-04-24
A0954,C0954,Personal,Active,2024-11-09
A0955,C0955,Personal,Inactive,2025-05-14
A0956,C0956,Personal,Active,2025-12-21
A0957,C0957,Merchant,Inactive,2024-12-20
A0958,C0958,Personal,Active,2025-04-29
A0959,C0959,Personal,Active,2024-07-29
A0960,C0960,Personal,Inactive,2025-12-04
A0961,C0961,Personal,Active,2024-02-13
A0962,C0962,Personal,Active,2025-06-24
A0963,C0963,Personal,Active,2025-07-24
A0964,C0964,Merchant,Inactive,2025-08-05
A0965,C0965,Personal,Active,2024-04-01
A0966,C0966,Personal,Active,2024-09-21
A0967,C0967,Personal,Active,2024-08-07
A0968,C0968,Personal,Active,2025-03-17
A0969,C0969,Personal,Active,2025-02-04
A0970,C0970,Personal,Active,2025-02-03
A0971,C0971,Personal,Active,2025-12-27
A0972,C0972,Personal,Active,2025-07-29
A0973,C0973,Personal,Active,2025-05-04
A0974,C0974,Personal,Active,2025-04-29
A0975,C0975,Personal,Active,2025-04-14
A0976,C0976,Personal,Active,2025-07-27
A0977,C0977,Personal,Active,2025-11-12
A0978,C0978,Personal,Active,2025-03-20
A0979,C0979,Personal,Active,2024-09-25
A0980,C0980,Personal,Active,2024-09-23
A0981,C0981,Personal,Active,2024-02-23
A0982,C0982,Personal,Active,2025-06-11
A0983,C0983,Merchant,Active,2025-06-03
A0984,C0984,Personal,Inactive,2025-09-07
A0985,C0985,Personal,Active,2024-02-28
A0986,C0986,Personal,Active,2024-02-09
A0987,C0987,Personal,Active,2024-08-24
A0988,C0988,Personal,Inactive,2025-01-20
A0989,C0989,Personal,Active,2025-08-28
A0990,C0990,Personal,Active,2025-12-16
A0991,C0991,Personal,Active,2025-10-11
A0992,C0992,Merchant,Active,2024-10-26
A0993,C0993,Personal,Active,2025-01-29
A0994,C0994,Personal,Active,2024-07-25
A0995,C0995,Personal,Active,2024-12-01
A0996,C0996,Personal,Inactive,2025-08-15
A0997,C0997,Personal,Active,2025-12-30
A0998,C0998,Personal,Inactive,2025-05-28
A0999,C0999,Personal,Active,2024-06-26
A1000,C1000,Personal,Active,2025-01-30
