transaction_id,customer_id,agent_id,type_id,amount,transaction_date,transaction_time,status,channel,fee
T004332,C0779,AG067,TT05,400.0,2025-05-14,23:40:00,Success,USSD,2.0
T004333,C0390,AG084,TT05,1460.0,2025-08-01,07:51:00,Failed,App,0.0
T004334,C0955,AG081,TT03,1720.0,2025-12-14,11:02:00,Success,App,25.8
T004335,C0947,AG047,TT02,2820.0,2025-06-15,02:56:00,Success,Agent,14.1
T004336,C0177,AG028,TT01,1970.0,2025-12-14,02:06:00,Success,App,19.7
T004337,C0599,AG001,TT02,840.0,2025-12-03,14:00:00,Success,App,12.6
T004338,C0496,AG036,TT01,2930.0,2025-03-12,13:48:00,Success,Agent,14.65
T004339,C0113,AG089,TT02,1880.0,2025-08-02,12:45:00,Success,Agent,9.4
T004340,C0759,AG097,TT01,780.0,2025-03-06,14:34:00,Success,App,3.9
T004341,C0121,AG050,TT03,830.0,2025-08-09,06:34:00,Success,Agent,8.3
T004342,C0943,AG085,TT02,2640.0,2025-11-04,02:48:00,Success,App,39.6
T004343,C0813,AG094,TT01,4050.0,2025-10-13,23:15:00,Success,App,40.5
T004344,C0049,AG077,TT03,2260.0,2025-07-04,01:00:00,Success,App,11.3
T004345,C0168,AG039,TT05,1470.0,2025-07-26,04:01:00,Success,App,0.0
T004346,C0218,AG050,TT03,4380.0,2025-04-09,03:01:00,Success,App,43.8
T004347,C0777,AG023,TT02,2980.0,2025-08-30,03:02:00,Success,Agent,29.8
T004348,C0776,AG053,TT04,1310.0,2025-06-07,01:58:00,Success,App,0.0
T004349,C0433,AG006,TT03,3070.0,2025-04-08,10:41:00,Success,Agent,15.35
T004350,C0180,AG083,TT05,1400.0,2025-02-11,16:34:00,Success,USSD,7.0
T004351,C0494,AG010,TT01,720.0,2025-05-19,11:31:00,Success,Agent,0.0
T004352,C0794,AG016,TT04,6560.0,2025-10-10,20:15:00,Success,Agent,0.0
T004353,C0756,AG077,TT02,1000.0,2025-08-15,18:44:00,Success,App,10.0
T004354,C0396,AG022,TT05,870.0,2025-03-13,12:56:00,Success,App,13.05
T004355,C0609,AG066,TT02,17880.0,2025-08-31,18:48:00,Success,App,89.4
T004356,C0493,AG042,TT05,1840.0,2025-01-18,19:52:00,Success,Agent,27.6
T004357,C0320,AG090,TT05,70.0,2025-03-18,20:57:00,Success,USSD,0.35
T004358,C0711,AG005,TT01,1780.0,2025-02-14,23:01:00,Success,USSD,17.8
T004359,C0375,AG094,TT05,690.0,2025-12-09,04:36:00,Success,Agent,10.35
T004360,C0848,AG037,TT01,1050.0,2025-05-20,07:52:00,Success,App,0.0
T004361,C0666,AG086,TT01,2520.0,2025-06-26,01:50:00,Success,Agent,0.0
T004362,C0089,AG051,TT02,2300.0,2025-08-10,10:11:00,Success,USSD,0.0
T004363,C0376,AG082,TT05,770.0,2025-04-02,19:01:00,Success,App,0.0
T004364,C0547,AG093,TT02,3340.0,2025-01-22,23:23:00,Success,App,16.7
T004365,C0619,AG019,TT03,990.0,2025-06-21,15:01:00,Success,App,4.95
T004366,C0349,AG004,TT03,2150.0,2025-04-02,01:01:00,Success,App,21.5
T004367,C0434,AG072,TT05,1800.0,2025-07-11,16:28:00,Success,Agent,9.0
T004368,C0234,AG027,TT04,9680.0,2025-03-18,22:01:00,Success,App,0.0
T004369,C0860,AG055,TT01,5330.0,2025-10-08,16:14:00,Success,App,0.0
T004370,C0144,AG093,TT02,530.0,2025-12-30,10:41:00,Pending,Agent,0.0
T004371,C0595,AG097,TT01,1590.0,2025-06-28,23:37:00,Success,Agent,0.0
T004372,C0680,AG007,TT03,2260.0,2025-08-26,22:50:00,Success,App,11.3
T004373,C0774,AG061,TT01,1810.0,2025-05-15,09:44:00,Success,App,0.0
T004374,C0603,AG099,TT02,3550.0,2025-12-31,19:20:00,Success,App,35.5
T004375,C0067,AG068,TT05,1400.0,2025-10-07,14:18:00,Success,Agent,21.0
T004376,C0994,AG026,TT02,540.0,2025-01-19,12:15:00,Success,App,2.7
T004377,C0657,AG059,TT03,2520.0,2025-03-24,19:06:00,Success,App,37.8
T004378,C0800,AG077,TT02,600.0,2025-08-16,07:59:00,Success,Agent,6.0
T004379,C0408,AG075,TT01,3520.0,2025-09-22,10:28:00,Success,App,17.6
T004380,C0995,AG039,TT02,1270.0,2025-04-22,19:18:00,Success,Agent,0.0
T004381,C0675,AG034,TT02,3500.0,2025-09-08,13:32:00,Failed,Agent,17.5
T004382,C0096,AG025,TT05,440.0,2025-06-13,10:23:00,Success,App,4.4
T004383,C0565,AG085,TT02,2790.0,2025-12-24,10:50:00,Success,USSD,0.0
T004384,C0892,AG036,TT02,700.0,2025-06-17,08:48:00,Success,Agent,10.5
T004385,C0911,AG066,TT04,1190.0,2025-08-09,03:59:00,Success,Agent,11.9
T004386,C0933,AG089,TT04,5310.0,2025-10-31,05:18:00,Success,App,53.1
T004387,C0409,AG096,TT04,1760.0,2025-07-10,12:04:00,Success,App,8.8
T004388,C0597,AG065,TT05,1160.0,2025-11-21,12:36:00,Success,App,0.0
T004389,C0974,AG097,TT04,7350.0,2025-06-19,22:24:00,Success,App,0.0
T004390,C0407,AG006,TT02,1290.0,2025-02-14,14:02:00,Success,App,6.45
T004391,C0055,AG013,TT04,5490.0,2025-01-14,10:27:00,Success,App,0.0
T004392,C0007,AG017,TT03,660.0,2025-08-19,22:25:00,Success,Agent,0.0
T004393,C0261,AG080,TT02,1770.0,2025-06-06,20:10:00,Success,App,8.85
T004394,C0974,AG038,TT02,490.0,2025-05-14,06:10:00,Success,USSD,2.45
T004395,C0851,AG086,TT01,920.0,2025-02-06,23:06:00,Success,Agent,4.6
T004396,C0619,AG043,TT01,3160.0,2025-02-22,10:25:00,Success,App,15.8
T004397,C0711,AG041,TT01,1280.0,2025-01-18,12:46:00,Success,App,0.0
T004398,C0968,AG071,TT01,3260.0,2025-02-07,15:03:00,Success,Agent,16.3
T004399,C0580,AG002,TT05,280.0,2025-07-06,09:18:00,Success,USSD,1.4
T004400,C0006,AG001,TT05,980.0,2025-07-15,19:33:00,Success,App,4.9
T004401,C0892,AG019,TT03,2390.0,2025-08-31,03:09:00,Success,App,0.0
T004402,C0869,AG016,TT04,6860.0,2025-10-27,17:01:00,Success,USSD,0.0
T004403,C0906,AG034,TT01,1480.0,2025-10-30,17:06:00,Success,App,0.0
T004404,C0818,AG093,TT05,660.0,2025-02-04,13:43:00,Failed,App,6.6
T004405,C0508,AG072,TT03,3500.0,2025-08-03,11:34:00,Success,USSD,17.5
T004406,C0881,AG090,TT01,200.0,2025-08-07,07:31:00,Success,App,0.0
T004407,C0252,AG011,TT01,600.0,2025-11-12,10:14:00,Success,Agent,6.0
T004408,C0398,AG074,TT02,1400.0,2025-03-31,08:11:00,Success,Agent,0.0
T004409,C0525,AG068,TT01,770.0,2025-11-04,18:46:00,Success,App,0.0
T004410,C0998,AG051,TT02,930.0,2025-09-09,15:43:00,Success,USSD,0.0
T004411,C0624,AG098,TT01,5480.0,2025-01-08,16:12:00,Success,App,27.4
T004412,C0874,AG049,TT02,4100.0,2025-09-13,09:42:00,Success,App,0.0
T004413,C0256,AG023,TT02,1030.0,2025-12-29,01:07:00,Success,App,0.0
T004414,C0886,AG002,TT05,1980.0,2025-07-27,23:38:00,Success,App,0.0
T004415,C0071,AG097,TT02,2750.0,2025-05-11,18:20:00,Success,App,27.5
T004416,C0405,AG032,TT02,2540.0,2025-08-12,12:26:00,Success,App,0.0
T004417,C0737,AG054,TT03,4970.0,2025-07-16,17:54:00,Success,USSD,0.0
T004418,C0395,AG020,TT04,9030.0,2025-05-22,03:16:00,Success,App,0.0
T004419,C0006,AG077,TT02,4210.0,2025-09-09,04:10:00,Success,App,0.0
T004420,C0420,AG067,TT05,1380.0,2025-04-06,17:07:00,Success,App,6.9
T004421,C0587,AG093,TT02,990.0,2025-01-26,15:58:00,Success,USSD,0.0
T004422,C0567,AG018,TT01,3120.0,2025-04-21,02:31:00,Success,App,15.6
T004423,C0034,AG070,TT02,1650.0,2025-05-03,05:09:00,Success,Agent,0.0
T004424,C0478,AG014,TT03,3560.0,2025-07-05,00:34:00,Success,App,17.8
T004425,C0713,AG068,TT02,2520.0,2025-06-17,15:54:00,Success,App,0.0
T004426,C0839,AG090,TT03,1230.0,2025-02-20,11:27:00,Success,USSD,12.3
T004427,C0942,AG076,TT02,750.0,2025-01-05,01:31:00,Success,App,7.5
T004428,C0805,AG061,TT03,1210.0,2025-03-18,22:03:00,Failed,USSD,0.0
T004429,C0956,AG038,TT02,2090.0,2025-06-09,01:49:00,Success,App,0.0
T004430,C0914,AG058,TT02,940.0,2025-07-27,04:57:00,Success,App,4.7
T004431,C0561,AG092,TT03,1590.0,2025-09-14,19:26:00,Success,App,0.0
T004432,C0093,AG041,TT03,4300.0,2025-07-24,00:51:00,Success,App,21.5
T004433,C0341,AG006,TT02,4610.0,2025-09-12,04:38:00,Success,App,46.1
T004434,C0910,AG004,TT04,3760.0,2025-01-11,03:42:00,Success,Agent,0.0
T004435,C0784,AG072,TT03,2640.0,2025-01-08,23:17:00,Success,App,0.0
T004436,C0154,AG044,TT02,650.0,2025-02-01,01:31:00,Success,App,6.5
T004437,C0117,AG095,TT05,1300.0,2025-01-28,14:04:00,Failed,App,6.5
T004438,C0223,AG096,TT03,5170.0,2025-07-25,04:53:00,Success,App,0.0
T004439,C0307,AG004,TT02,1810.0,2025-08-16,13:36:00,Success,App,27.15
T004440,C0505,AG028,TT01,940.0,2025-05-08,08:27:00,Success,Agent,4.7
T004441,C0587,AG007,TT03,3250.0,2025-09-12,08:38:00,Success,Agent,32.5
T004442,C0352,AG009,TT01,510.0,2025-07-31,10:12:00,Success,App,5.1
T004443,C0858,AG067,TT02,440.0,2025-08-27,18:21:00,Success,USSD,2.2
T004444,C0319,AG053,TT02,1070.0,2025-07-26,09:26:00,Success,USSD,0.0
T004445,C0929,AG097,TT03,1010.0,2025-11-14,19:52:00,Success,App,15.15
T004446,C0060,AG020,TT01,1140.0,2025-10-10,09:08:00,Failed,USSD,0.0
T004447,C0677,AG019,TT04,7890.0,2025-09-02,16:26:00,Success,USSD,39.45
T004448,C0907,AG016,TT02,3150.0,2025-02-14,17:50:00,Success,App,0.0
T004449,C0660,AG003,TT02,1020.0,2025-04-15,21:16:00,Success,Agent,5.1
T004450,C0717,AG006,TT04,5000.0,2025-12-14,14:11:00,Success,Agent,0.0
T004451,C0418,AG093,TT03,2170.0,2025-10-08,14:11:00,Success,Agent,32.55
T004452,C0700,AG054,TT02,3650.0,2025-08-22,05:34:00,Success,USSD,0.0
T004453,C0865,AG098,TT02,2860.0,2025-07-08,14:55:00,Success,USSD,0.0
T004454,C0314,AG078,TT02,880.0,2025-02-13,12:27:00,Success,Agent,4.4
T004455,C0683,AG026,TT03,1190.0,2025-08-13,00:29:00,Success,App,5.95
T004456,C0196,AG034,TT02,3990.0,2025-05-22,04:26:00,Success,App,19.95
T004457,C0566,AG009,TT03,430.0,2025-05-16,14:42:00,Success,App,2.15
T004458,C0456,AG055,TT03,2660.0,2025-06-25,03:31:00,Success,Agent,0.0
T004459,C0114,AG033,TT01,1560.0,2025-05-22,05:57:00,Success,App,0.0
T004460,C0444,AG060,TT02,990.0,2025-03-21,11:52:00,Success,USSD,9.9
T004461,C0779,AG019,TT01,1450.0,2025-03-23,13:37:00,Success,App,14.5
T004462,C0194,AG073,TT02,6580.0,2025-05-15,19:39:00,Success,App,65.8
T004463,C0022,AG039,TT03,450.0,2025-07-26,15:05:00,Success,Agent,6.75
T004464,C0004,AG006,TT03,680.0,2025-12-10,07:30:00,Success,USSD,3.4
T004465,C0042,AG023,TT04,4750.0,2025-06-26,23:52:00,Success,USSD,0.0
T004466,C0473,AG057,TT01,3910.0,2025-08-31,10:00:00,Success,USSD,39.1
T004467,C0564,AG009,TT05,170.0,2025-02-24,22:42:00,Success,Agent,2.55
T004468,C0556,AG090,TT02,510.0,2025-05-21,01:20:00,Success,Agent,5.1
T004469,C0254,AG010,TT02,1230.0,2025-02-25,23:11:00,Success,App,6.15
T004470,C0882,AG070,TT03,2580.0,2025-01-15,17:11:00,Success,App,0.0
T004471,C0911,AG014,TT04,6440.0,2025-07-04,00:55:00,Success,App,0.0
T004472,C0588,AG017,TT02,6010.0,2025-11-10,13:36:00,Success,Agent,90.15
T004473,C0865,AG068,TT03,1440.0,2025-03-29,20:45:00,Success,App,7.2
T004474,C0416,AG078,TT05,1660.0,2025-04-07,21:21:00,Failed,USSD,8.3
T004475,C0070,AG024,TT04,2280.0,2025-05-24,00:37:00,Success,App,11.4
T004476,C0107,AG013,TT01,800.0,2025-01-08,00:50:00,Success,USSD,8.0
T004477,C0257,AG059,TT04,1500.0,2025-08-03,07:15:00,Success,Agent,15.0
T004478,C0486,AG065,TT04,9320.0,2025-06-22,13:11:00,Success,Agent,46.6
T004479,C0616,AG038,TT03,2850.0,2025-08-11,12:38:00,Failed,Agent,42.75
T004480,C0230,AG097,TT04,1890.0,2025-02-09,09:44:00,Success,Agent,18.9
T004481,C0532,AG017,TT05,490.0,2025-07-01,04:13:00,Success,App,4.9
T004482,C0748,AG014,TT02,1680.0,2025-09-27,17:08:00,Success,USSD,0.0
T004483,C0114,AG081,TT01,750.0,2025-07-06,06:01:00,Success,App,3.75
T004484,C0325,AG046,TT02,1550.0,2025-09-02,16:28:00,Success,App,15.5
T004485,C0549,AG016,TT01,2360.0,2025-11-05,10:34:00,Success,App,11.8
T004486,C0360,AG071,TT02,280.0,2025-08-19,03:21:00,Success,App,0.0
T004487,C0179,AG047,TT03,4310.0,2025-06-04,00:04:00,Success,Agent,0.0
T004488,C0002,AG076,TT02,3460.0,2025-06-24,15:04:00,Success,App,0.0
T004489,C0590,AG023,TT03,410.0,2025-12-02,23:43:00,Success,App,2.05
T004490,C0401,AG006,TT04,5720.0,2025-04-25,14:49:00,Success,App,57.2
T004491,C0562,AG038,TT02,3950.0,2025-11-07,20:54:00,Success,App,39.5
T004492,C0722,AG030,TT05,150.0,2025-10-27,17:19:00,Success,Agent,0.0
T004493,C0145,AG022,TT01,1310.0,2025-01-18,14:56:00,Success,App,0.0
T004494,C0616,AG001,TT04,1130.0,2025-09-29,19:32:00,Success,App,11.3
T004495,C0415,AG067,TT04,9910.0,2025-01-12,17:43:00,Success,App,49.55
T004496,C0056,AG040,TT02,3320.0,2025-10-28,07:04:00,Success,Agent,0.0
T004497,C0874,AG001,TT02,2960.0,2025-07-11,21:06:00,Success,Agent,29.6
T004498,C0799,AG100,TT02,570.0,2025-08-20,08:04:00,Failed,USSD,2.85
T004499,C0804,AG097,TT04,6400.0,2025-04-03,13:00:00,Success,Agent,0.0
T004500,C0787,AG048,TT04,1200.0,2025-08-06,11:18:00,Success,Agent,6.0
T004501,C0317,AG039,TT02,7770.0,2025-10-05,05:08:00,Success,App,0.0
T004502,C0416,AG044,TT03,2200.0,2025-12-19,01:16:00,Success,App,33.0
T004503,C0337,AG049,TT01,6440.0,2025-10-30,02:38:00,Success,App,0.0
T004504,C0344,AG061,TT02,1990.0,2025-01-29,17:08:00,Success,App,19.9
T004505,C0237,AG075,TT05,350.0,2025-10-28,18:51:00,Failed,App,3.5
T004506,C0488,AG054,TT01,2510.0,2025-03-18,18:15:00,Success,Agent,12.55
T004507,C0644,AG096,TT05,980.0,2025-01-09,08:18:00,Success,Agent,0.0
T004508,C0325,AG019,TT04,860.0,2025-01-24,12:46:00,Success,Agent,8.6
T004509,C0500,AG021,TT05,1500.0,2025-01-15,07:13:00,Success,USSD,0.0
T004510,C0885,AG075,TT01,280.0,2025-06-13,04:35:00,Success,App,0.0
T004511,C0815,AG086,TT01,1850.0,2025-01-13,14:35:00,Pending,App,0.0
T004512,C0511,AG019,TT01,580.0,2025-12-13,06:43:00,Success,App,0.0
T004513,C0635,AG028,TT03,2380.0,2025-06-21,03:56:00,Success,Agent,11.9
T004514,C0500,AG096,TT03,2030.0,2025-12-23,23:02:00,Success,Agent,30.45
T004515,C0041,AG090,TT01,1990.0,2025-11-23,04:25:00,Success,App,9.95
T004516,C0385,AG019,TT04,7120.0,2025-07-19,11:46:00,Success,App,0.0
T004517,C0602,AG015,TT02,870.0,2025-03-17,13:10:00,Success,USSD,0.0
T004518,C0426,AG005,TT01,1110.0,2025-06-13,11:42:00,Success,App,0.0
T004519,C0707,AG012,TT02,1390.0,2025-03-02,10:27:00,Failed,App,6.95
T004520,C0535,AG023,TT01,11600.0,2025-09-02,09:39:00,Success,App,58.0
T004521,C0269,AG049,TT02,990.0,2025-06-04,13:42:00,Success,App,9.9
T004522,C0726,AG081,TT02,2330.0,2025-09-14,09:54:00,Success,App,11.65
T004523,C0735,AG011,TT04,1620.0,2025-09-01,02:10:00,Success,Agent,8.1
T004524,C0317,AG095,TT04,3820.0,2025-06-11,16:11:00,Success,App,19.1
T004525,C0328,AG041,TT02,3150.0,2025-03-09,18:41:00,Success,Agent,31.5
T004526,C0414,AG058,TT03,580.0,2025-12-10,18:26:00,Success,App,5.8
T004527,C0174,AG072,TT03,5710.0,2025-10-04,04:11:00,Success,App,57.1
T004528,C0972,AG040,TT02,780.0,2025-06-10,04:32:00,Success,Agent,3.9
T004529,C0086,AG022,TT03,1060.0,2025-09-16,22:04:00,Success,Agent,15.9
T004530,C0299,AG096,TT03,2840.0,2025-11-03,02:20:00,Success,App,14.2
T004531,C0015,AG010,TT03,3290.0,2025-12-01,07:29:00,Success,Agent,16.45
T004532,C0542,AG039,TT03,2170.0,2025-04-05,17:32:00,Success,USSD,21.7
T004533,C0444,AG051,TT03,1180.0,2025-09-03,12:09:00,Success,App,0.0
T004534,C0920,AG045,TT02,500.0,2025-08-09,15:00:00,Success,App,2.5
T004535,C0113,AG070,TT04,1130.0,2025-05-03,17:28:00,Success,App,0.0
T004536,C0639,AG099,TT01,2580.0,2025-07-06,21:06:00,Success,Agent,0.0
T004537,C0025,AG075,TT05,1250.0,2025-09-19,15:50:00,Success,Agent,12.5
T004538,C0821,AG018,TT02,150.0,2025-09-30,07:32:00,Success,Agent,0.0
T004539,C0954,AG097,TT01,640.0,2025-03-01,17:00:00,Success,App,3.2
T004540,C0514,AG041,TT03,1380.0,2025-05-05,00:30:00,Failed,App,20.7
T004541,C0065,AG077,TT02,3300.0,2025-12-03,12:47:00,Success,USSD,16.5
T004542,C0852,AG069,TT04,3460.0,2025-12-07,13:32:00,Success,USSD,0.0
T004543,C0941,AG053,TT02,4560.0,2025-02-20,12:02:00,Pending,Agent,22.8
T004544,C0172,AG064,TT03,4150.0,2025-06-27,05:30:00,Success,App,41.5
T004545,C0154,AG100,TT02,1110.0,2025-05-19,20:01:00,Failed,Agent,0.0
T004546,C0392,AG046,TT01,1700.0,2025-11-23,09:17:00,Success,App,0.0
T004547,C0083,AG025,TT02,3540.0,2025-06-19,12:39:00,Failed,App,0.0
T004548,C0159,AG068,TT03,1860.0,2025-02-08,12:17:00,Success,App,0.0
T004549,C0335,AG047,TT03,2750.0,2025-03-10,03:23:00,Success,App,0.0
T004550,C0618,AG029,TT03,2630.0,2025-08-24,07:31:00,Success,Agent,26.3
T004551,C0820,AG024,TT05,390.0,2025-02-17,09:23:00,Success,App,5.85
T004552,C0770,AG085,TT03,1390.0,2025-02-26,05:08:00,Failed,App,6.95
T004553,C0962,AG058,TT05,1370.0,2025-10-04,13:11:00,Success,USSD,20.55
T004554,C0562,AG075,TT01,2470.0,2025-12-04,04:26:00,Success,App,24.7
T004555,C0378,AG027,TT01,1700.0,2025-04-09,14:58:00,Success,Agent,8.5
T004556,C0477,AG048,TT02,1350.0,2025-01-15,20:38:00,Success,App,13.5
T004557,C0737,AG041,TT01,660.0,2025-11-21,06:04:00,Success,App,3.3
T004558,C0394,AG074,TT03,2000.0,2025-06-28,23:34:00,Success,Agent,10.0
T004559,C0240,AG011,TT03,1860.0,2025-11-28,01:25:00,Failed,App,0.0
T004560,C0046,AG043,TT03,920.0,2025-03-03,07:09:00,Success,App,4.6
T004561,C0698,AG073,TT03,500.0,2025-04-29,19:09:00,Success,Agent,2.5
T004562,C0085,AG003,TT05,950.0,2025-02-06,06:59:00,Success,App,0.0
T004563,C0213,AG049,TT05,540.0,2025-05-14,16:51:00,Success,Agent,5.4
T004564,C0235,AG049,TT01,2300.0,2025-01-26,20:02:00,Success,App,0.0
T004565,C0269,AG044,TT02,7910.0,2025-01-08,00:12:00,Success,Agent,39.55
T004566,C0435,AG006,TT02,1740.0,2025-01-04,05:21:00,Success,App,8.7
T004567,C0336,AG048,TT01,490.0,2025-01-21,07:20:00,Success,Agent,2.45
T004568,C0083,AG089,TT03,1530.0,2025-05-29,20:33:00,Success,USSD,0.0
T004569,C0984,AG071,TT03,4900.0,2025-01-25,03:53:00,Success,App,73.5
T004570,C0186,AG027,TT01,1040.0,2025-05-23,18:52:00,Success,App,10.4
T004571,C0062,AG050,TT03,4400.0,2025-09-02,04:25:00,Success,Agent,0.0
T004572,C0279,AG086,TT03,2070.0,2025-02-12,19:09:00,Success,USSD,10.35
T004573,C0772,AG083,TT01,3020.0,2025-10-20,12:43:00,Success,App,0.0
T004574,C0671,AG094,TT02,7960.0,2025-07-04,11:19:00,Success,Agent,0.0
T004575,C0392,AG086,TT05,940.0,2025-02-11,20:54:00,Success,App,4.7
T004576,C0746,AG023,TT03,410.0,2025-04-02,12:56:00,Success,App,0.0
T004577,C0921,AG076,TT02,1670.0,2025-11-13,21:16:00,Success,App,0.0
T004578,C0822,AG066,TT02,3690.0,2025-11-20,18:23:00,Success,App,0.0
T004579,C0215,AG029,TT02,2140.0,2025-02-22,01:32:00,Success,Agent,0.0
T004580,C0395,AG093,TT01,890.0,2025-03-25,12:42:00,Success,Agent,8.9
T004581,C0732,AG014,TT04,6340.0,2025-02-03,07:15:00,Success,Agent,0.0
T004582,C0045,AG073,TT01,360.0,2025-03-17,15:46:00,Success,USSD,0.0
T004583,C0087,AG090,TT02,970.0,2025-12-19,13:36:00,Success,USSD,14.55
T004584,C0557,AG029,TT01,3830.0,2025-07-16,20:48:00,Success,USSD,38.3
T004585,C0125,AG005,TT04,9810.0,2025-10-13,00:33:00,Success,App,49.05
T004586,C0956,AG086,TT01,1770.0,2025-03-29,03:42:00,Success,USSD,0.0
T004587,C0960,AG059,TT02,460.0,2025-08-23,20:07:00,Success,App,2.3
T004588,C0245,AG093,TT03,1770.0,2025-08-20,05:14:00,Success,App,17.7
T004589,C0555,AG077,TT02,1400.0,2025-01-07,04:12:00,Success,App,0.0
T004590,C0125,AG018,TT02,1680.0,2025-10-19,15:24:00,Success,App,0.0
T004591,C0752,AG071,TT02,1370.0,2025-02-07,04:44:00,Pending,USSD,20.55
T004592,C0704,AG077,TT04,3840.0,2025-02-21,08:48:00,Success,App,19.2
T004593,C0431,AG061,TT05,590.0,2025-05-23,11:41:00,Success,Agent,5.9
T004594,C0484,AG048,TT02,730.0,2025-08-09,08:27:00,Success,Agent,0.0
T004595,C0829,AG100,TT01,3290.0,2025-08-28,10:38:00,Success,App,32.9
T004596,C0226,AG085,TT01,940.0,2025-05-23,05:51:00,Success,USSD,14.1
T004597,C0176,AG092,TT04,3160.0,2025-12-15,19:35:00,Success,App,15.8
T004598,C0075,AG044,TT03,870.0,2025-12-29,08:37:00,Success,Agent,8.7
T004599,C0753,AG038,TT04,8080.0,2025-02-18,07:09:00,Success,USSD,80.8
T004600,C0520,AG003,TT03,5630.0,2025-10-04,15:15:00,Success,App,56.3
T004601,C0674,AG028,TT05,380.0,2025-09-28,06:51:00,Success,USSD,5.7
T004602,C0008,AG054,TT05,360.0,2025-01-14,20:12:00,Success,App,0.0
T004603,C0505,AG045,TT04,6890.0,2025-10-25,17:29:00,Success,App,0.0
T004604,C0052,AG086,TT02,1380.0,2025-01-15,14:58:00,Success,App,13.8
T004605,C0081,AG043,TT02,1200.0,2025-08-22,01:12:00,Success,App,18.0
T004606,C0470,AG033,TT03,2420.0,2025-03-04,00:24:00,Success,Agent,0.0
T004607,C0520,AG013,TT03,1620.0,2025-07-15,17:40:00,Success,Agent,16.2
T004608,C0318,AG041,TT03,990.0,2025-01-27,10:54:00,Success,App,4.95
T004609,C0833,AG057,TT01,1980.0,2025-04-03,20:16:00,Success,Agent,0.0
T004610,C0654,AG005,TT03,2360.0,2025-04-15,22:05:00,Success,USSD,23.6
T004611,C0069,AG100,TT02,7910.0,2025-11-05,05:20:00,Success,App,39.55
T004612,C0347,AG008,TT03,1900.0,2025-02-21,12:20:00,Success,Agent,9.5
T004613,C0944,AG066,TT02,1810.0,2025-11-15,11:27:00,Success,Agent,0.0
T004614,C0087,AG044,TT02,2540.0,2025-06-30,16:11:00,Success,Agent,25.4
T004615,C0652,AG043,TT01,840.0,2025-02-26,08:07:00,Success,App,0.0
T004616,C0832,AG081,TT05,940.0,2025-04-30,04:36:00,Failed,App,4.7
T004617,C0124,AG004,TT02,3780.0,2025-11-04,13:18:00,Success,App,56.7
T004618,C0286,AG019,TT01,750.0,2025-12-29,20:46:00,Success,Agent,11.25
T004619,C0136,AG034,TT01,3650.0,2025-02-12,12:17:00,Success,App,18.25
T004620,C0893,AG062,TT03,2510.0,2025-05-15,19:19:00,Success,Agent,0.0
T004621,C0488,AG081,TT01,2050.0,2025-09-17,11:11:00,Success,App,20.5
T004622,C0322,AG089,TT05,680.0,2025-07-16,14:04:00,Success,Agent,0.0
T004623,C0197,AG005,TT03,4050.0,2025-05-13,04:22:00,Success,Agent,0.0
T004624,C0717,AG081,TT02,310.0,2025-09-12,08:42:00,Success,Agent,3.1
T004625,C0721,AG011,TT03,2600.0,2025-08-08,21:19:00,Success,USSD,26.0
T004626,C0419,AG058,TT02,2480.0,2025-12-02,14:08:00,Success,App,12.4
T004627,C0079,AG016,TT04,6680.0,2025-02-10,14:22:00,Success,Agent,0.0
T004628,C0908,AG080,TT02,450.0,2025-09-12,01:37:00,Success,USSD,0.0
T004629,C0995,AG070,TT05,1200.0,2025-01-02,13:08:00,Success,Agent,6.0
T004630,C0106,AG082,TT03,1710.0,2025-07-14,01:39:00,Failed,Agent,8.55
T004631,C0624,AG003,TT04,3910.0,2025-08-30,13:51:00,Success,Agent,58.65
T004632,C0627,AG018,TT01,2010.0,2025-05-29,05:28:00,Success,USSD,30.15
T004633,C0579,AG007,TT02,3990.0,2025-07-17,14:36:00,Success,Agent,39.9
T004634,C0650,AG075,TT03,6810.0,2025-10-26,18:29:00,Success,App,0.0
T004635,C0386,AG047,TT03,3100.0,2025-09-02,15:12:00,Success,Agent,46.5
T004636,C0655,AG015,TT01,1220.0,2025-12-04,08:26:00,Success,App,6.1
T004637,C0375,AG062,TT02,1300.0,2025-04-18,11:16:00,Success,App,0.0
T004638,C0191,AG078,TT02,3130.0,2025-07-31,18:49:00,Success,App,31.3
T004639,C0135,AG023,TT03,1640.0,2025-06-05,15:03:00,Success,USSD,16.4
T004640,C0276,AG036,TT02,1590.0,2025-01-26,11:02:00,Success,App,0.0
T004641,C0188,AG017,TT02,1170.0,2025-03-23,21:58:00,Success,App,0.0
T004642,C0264,AG022,TT01,1060.0,2025-03-24,18:44:00,Success,App,15.9
T004643,C0367,AG024,TT02,1630.0,2025-05-11,23:45:00,Success,App,8.15
T004644,C0090,AG027,TT01,510.0,2025-11-25,07:43:00,Success,Agent,0.0
T004645,C0058,AG017,TT05,670.0,2025-04-10,11:18:00,Success,App,3.35
T004646,C0648,AG023,TT01,380.0,2025-09-13,12:00:00,Success,USSD,1.9
T004647,C0798,AG071,TT05,1640.0,2025-02-18,20:07:00,Success,App,8.2
T004648,C0109,AG001,TT02,3280.0,2025-03-04,02:01:00,Success,App,0.0
T004649,C0852,AG050,TT02,1640.0,2025-11-07,14:51:00,Pending,App,0.0
T004650,C0054,AG063,TT02,2810.0,2025-10-17,01:55:00,Success,Agent,28.1
